Disability,Region,Population,age/ave_affected,age affection
Communication Disability,Region III (Central Luzon),1460137,Age: 55-80+,221.0
Hearing Disability,Region III (Central Luzon),1460137,Age: 55-80+,1169.0
Mobility Disability,Region III (Central Luzon),1460137,Age: 55-80+,1233.0
Self-Care Disability,Region III (Central Luzon),1460137,Age: 55-80+,351.0
Visual Disability,Region III (Central Luzon),1460137,Age: 55-80+,3182.0
Cognitive Disability,Region III (Central Luzon),894254,Age: 55-80+,817.0
Communication Disability,Region III (Central Luzon),894254,Age: 55-80+,279.0
Hearing Disability,Region III (Central Luzon),894254,Age: 55-80+,1526.0
Mobility Disability,Region III (Central Luzon),894254,Age: 55-80+,1624.0
Self-Care Disability,Region III (Central Luzon),894254,Age: 55-80+,416.0
Visual Disability,Region III (Central Luzon),894254,Age: 55-80+,4711.0
Cognitive Disability,Region IV-A (CALABARZON),3033730,Age: 55-80+,455.0
Communication Disability,Region IV-A (CALABARZON),3033730,Age: 55-80+,221.0
Hearing Disability,Region IV-A (CALABARZON),3033730,Age: 55-80+,924.0
Mobility Disability,Region IV-A (CALABARZON),3033730,Age: 55-80+,1176.0
Self-Care Disability,Region IV-A (CALABARZON),3033730,Age: 55-80+,314.0
Visual Disability,Region IV-A (CALABARZON),3033730,Age: 55-80+,2941.0
Cognitive Disability,Region IV-A (CALABARZON),4210866,Age: 55-80+,387.0
Communication Disability,Region IV-A (CALABARZON),4210866,Age: 55-80+,182.0
Hearing Disability,Region IV-A (CALABARZON),4210866,Age: 55-80+,817.0
Mobility Disability,Region IV-A (CALABARZON),4210866,Age: 55-80+,934.0
Self-Care Disability,Region IV-A (CALABARZON),4210866,Age: 55-80+,251.0
Visual Disability,Region IV-A (CALABARZON),4210866,Age: 55-80+,2692.0
Cognitive Disability,Region IV-A (CALABARZON),3343703,Age: 55-80+,449.0
Communication Disability,Region IV-A (CALABARZON),3343703,Age: 55-80+,184.0
Hearing Disability,Region IV-A (CALABARZON),3343703,Age: 55-80+,857.0
Mobility Disability,Region IV-A (CALABARZON),3343703,Age: 55-80+,949.0
Self-Care Disability,Region IV-A (CALABARZON),3343703,Age: 55-80+,258.0
Visual Disability,Region IV-A (CALABARZON),3343703,Age: 55-80+,2817.0
Cognitive Disability,Region IV-A (CALABARZON),2260033,Age: 55-80+,1039.0
Communication Disability,Region IV-A (CALABARZON),2260033,Age: 55-80+,291.0
Hearing Disability,Region IV-A (CALABARZON),2260033,Age: 55-80+,1466.0
Mobility Disability,Region IV-A (CALABARZON),2260033,Age: 55-80+,1628.0
Self-Care Disability,Region IV-A (CALABARZON),2260033,Age: 55-80+,368.0
Visual Disability,Region IV-A (CALABARZON),2260033,Age: 55-80+,4299.0
Cognitive Disability,Region IV-A (CALABARZON),3208959,Age: 55-80+,443.0
Communication Disability,Region IV-A (CALABARZON),3208959,Age: 55-80+,189.0
Hearing Disability,Region IV-A (CALABARZON),3208959,Age: 55-80+,771.0
Mobility Disability,Region IV-A (CALABARZON),3208959,Age: 55-80+,846.0
Self-Care Disability,Region IV-A (CALABARZON),3208959,Age: 55-80+,253.0
Visual Disability,Region IV-A (CALABARZON),3208959,Age: 55-80+,2791.0
Cognitive Disability,Region IX (Zamboanga Peninsula),127728,Age: 55-80+,527.0
Communication Disability,Region IX (Zamboanga Peninsula),127728,Age: 55-80+,208.0
Hearing Disability,Region IX (Zamboanga Peninsula),127728,Age: 55-80+,737.0
Mobility Disability,Region IX (Zamboanga Peninsula),127728,Age: 55-80+,961.0
Self-Care Disability,Region IX (Zamboanga Peninsula),127728,Age: 55-80+,349.0
Visual Disability,Region IX (Zamboanga Peninsula),127728,Age: 55-80+,1851.0
Cognitive Disability,Region IX (Zamboanga Peninsula),1047292,Age: 55-80+,1211.0
Communication Disability,Region IX (Zamboanga Peninsula),1047292,Age: 55-80+,358.0
Hearing Disability,Region IX (Zamboanga Peninsula),1047292,Age: 55-80+,1638.0
Mobility Disability,Region IX (Zamboanga Peninsula),1047292,Age: 55-80+,1614.0
Self-Care Disability,Region IX (Zamboanga Peninsula),1047292,Age: 55-80+,462.0
Visual Disability,Region IX (Zamboanga Peninsula),1047292,Age: 55-80+,4034.0
Cognitive Disability,Region IX (Zamboanga Peninsula),1928337,Age: 55-80+,916.0
Communication Disability,Region IX (Zamboanga Peninsula),1928337,Age: 55-80+,298.0
Hearing Disability,Region IX (Zamboanga Peninsula),1928337,Age: 55-80+,1185.0
Mobility Disability,Region IX (Zamboanga Peninsula),1928337,Age: 55-80+,1242.0
Self-Care Disability,Region IX (Zamboanga Peninsula),1928337,Age: 55-80+,433.0
Visual Disability,Region IX (Zamboanga Peninsula),1928337,Age: 55-80+,3195.0
Cognitive Disability,Region IX (Zamboanga Peninsula),679404,Age: 55-80+,1388.0
Communication Disability,Region IX (Zamboanga Peninsula),679404,Age: 55-80+,291.0
Hearing Disability,Region IX (Zamboanga Peninsula),679404,Age: 55-80+,1577.0
Mobility Disability,Region IX (Zamboanga Peninsula),679404,Age: 55-80+,1393.0
Self-Care Disability,Region IX (Zamboanga Peninsula),679404,Age: 55-80+,370.0
Visual Disability,Region IX (Zamboanga Peninsula),679404,Age: 55-80+,4298.0
Cognitive Disability,Region V (Bicol Region),1396088,Age: 55-80+,862.0
Communication Disability,Region V (Bicol Region),1396088,Age: 55-80+,316.0
Hearing Disability,Region V (Bicol Region),1396088,Age: 55-80+,1456.0
Mobility Disability,Region V (Bicol Region),1396088,Age: 55-80+,1749.0
Self-Care Disability,Region V (Bicol Region),1396088,Age: 55-80+,421.0
Visual Disability,Region V (Bicol Region),1396088,Age: 55-80+,3869.0
Cognitive Disability,Region V (Bicol Region),622514,Age: 55-80+,1189.0
Communication Disability,Region V (Bicol Region),622514,Age: 55-80+,330.0
Hearing Disability,Region V (Bicol Region),622514,Age: 55-80+,1564.0
Mobility Disability,Region V (Bicol Region),622514,Age: 55-80+,1876.0
Self-Care Disability,Region V (Bicol Region),622514,Age: 55-80+,415.0
Visual Disability,Region V (Bicol Region),622514,Age: 55-80+,4162.0
Cognitive Disability,Region V (Bicol Region),2059495,Age: 55-80+,1314.0
Communication Disability,Region V (Bicol Region),2059495,Age: 55-80+,342.0
Hearing Disability,Region V (Bicol Region),2059495,Age: 55-80+,1802.0
Mobility Disability,Region V (Bicol Region),2059495,Age: 55-80+,1935.0
Self-Care Disability,Region V (Bicol Region),2059495,Age: 55-80+,462.0
Visual Disability,Region V (Bicol Region),2059495,Age: 55-80+,4596.0
Cognitive Disability,Region V (Bicol Region),272941,Age: 55-80+,1442.0
Communication Disability,Region V (Bicol Region),272941,Age: 55-80+,406.0
Hearing Disability,Region V (Bicol Region),272941,Age: 55-80+,1696.0
Mobility Disability,Region V (Bicol Region),272941,Age: 55-80+,2235.0
Self-Care Disability,Region V (Bicol Region),272941,Age: 55-80+,526.0
Visual Disability,Region V (Bicol Region),272941,Age: 55-80+,3767.0
Cognitive Disability,Region V (Bicol Region),937079,Age: 55-80+,730.0
Communication Disability,Region V (Bicol Region),937079,Age: 55-80+,253.0
Hearing Disability,Region V (Bicol Region),937079,Age: 55-80+,1182.0
Mobility Disability,Region V (Bicol Region),937079,Age: 55-80+,1371.0
Self-Care Disability,Region V (Bicol Region),937079,Age: 55-80+,331.0
Visual Disability,Region V (Bicol Region),937079,Age: 55-80+,3342.0
Cognitive Disability,Region V (Bicol Region),845718,Age: 55-80+,1089.0
Communication Disability,Region V (Bicol Region),845718,Age: 55-80+,393.0
Hearing Disability,Region V (Bicol Region),845718,Age: 55-80+,1781.0
Mobility Disability,Region V (Bicol Region),845718,Age: 55-80+,2000.0
Self-Care Disability,Region V (Bicol Region),845718,Age: 55-80+,511.0
Visual Disability,Region V (Bicol Region),845718,Age: 55-80+,4621.0
Cognitive Disability,Region VI (Western Visayas),605584,Age: 55-80+,1753.0
Communication Disability,Region VI (Western Visayas),605584,Age: 55-80+,440.0
Hearing Disability,Region VI (Western Visayas),605584,Age: 55-80+,2038.0
Mobility Disability,Region VI (Western Visayas),605584,Age: 55-80+,2153.0
Self-Care Disability,Region VI (Western Visayas),605584,Age: 55-80+,670.0
Visual Disability,Region VI (Western Visayas),605584,Age: 55-80+,5806.0
Cognitive Disability,Region VI (Western Visayas),612454,Age: 55-80+,2202.0
Communication Disability,Region VI (Western Visayas),612454,Age: 55-80+,504.0
Hearing Disability,Region VI (Western Visayas),612454,Age: 55-80+,2256.0
Mobility Disability,Region VI (Western Visayas),612454,Age: 55-80+,2638.0
Self-Care Disability,Region VI (Western Visayas),612454,Age: 55-80+,742.0
Visual Disability,Region VI (Western Visayas),612454,Age: 55-80+,5365.0
Cognitive Disability,Region VI (Western Visayas),803083,Age: 55-80+,1648.0
Communication Disability,Region VI (Western Visayas),803083,Age: 55-80+,425.0
Hearing Disability,Region VI (Western Visayas),803083,Age: 55-80+,1792.0
Mobility Disability,Region VI (Western Visayas),803083,Age: 55-80+,1767.0
Self-Care Disability,Region VI (Western Visayas),803083,Age: 55-80+,554.0
Visual Disability,Region VI (Western Visayas),803083,Age: 55-80+,4913.0
Cognitive Disability,Region VI (Western Visayas),185174,Age: 55-80+,1179.0
Communication Disability,Region VI (Western Visayas),185174,Age: 55-80+,316.0
Hearing Disability,Region VI (Western Visayas),185174,Age: 55-80+,1366.0
Mobility Disability,Region VI (Western Visayas),185174,Age: 55-80+,1515.0
Self-Care Disability,Region VI (Western Visayas),185174,Age: 55-80+,476.0
Visual Disability,Region VI (Western Visayas),185174,Age: 55-80+,3579.0
Cognitive Disability,Region VI (Western Visayas),2524211,Age: 55-80+,1634.0
Communication Disability,Region VI (Western Visayas),2524211,Age: 55-80+,449.0
Hearing Disability,Region VI (Western Visayas),2524211,Age: 55-80+,1899.0
Mobility Disability,Region VI (Western Visayas),2524211,Age: 55-80+,2033.0
Self-Care Disability,Region VI (Western Visayas),2524211,Age: 55-80+,633.0
Visual Disability,Region VI (Western Visayas),2524211,Age: 55-80+,4719.0
Cognitive Disability,Region VI (Western Visayas),3174389,Age: 55-80+,866.0
Communication Disability,Region VI (Western Visayas),3174389,Age: 55-80+,279.0
Hearing Disability,Region VI (Western Visayas),3174389,Age: 55-80+,1308.0
Mobility Disability,Region VI (Western Visayas),3174389,Age: 55-80+,1225.0
Self-Care Disability,Region VI (Western Visayas),3174389,Age: 55-80+,387.0
Visual Disability,Region VI (Western Visayas),3174389,Age: 55-80+,3476.0
Cognitive Disability,Region VII (Central Visayas),1365107,Age: 55-80+,1691.0
Communication Disability,Region VII (Central Visayas),1365107,Age: 55-80+,425.0
Hearing Disability,Region VII (Central Visayas),1365107,Age: 55-80+,2083.0
Mobility Disability,Region VII (Central Visayas),1365107,Age: 55-80+,2158.0
Self-Care Disability,Region VII (Central Visayas),1365107,Age: 55-80+,596.0
Visual Disability,Region VII (Central Visayas),1365107,Age: 55-80+,4126.0
Cognitive Disability,Region VII (Central Visayas),5085207,Age: 55-80+,785.0
Communication Disability,Region VII (Central Visayas),5085207,Age: 55-80+,261.0
Hearing Disability,Region VII (Central Visayas),5085207,Age: 55-80+,1090.0
Mobility Disability,Region VII (Central Visayas),5085207,Age: 55-80+,1257.0
Self-Care Disability,Region VII (Central Visayas),5085207,Age: 55-80+,355.0
Visual Disability,Region VII (Central Visayas),5085207,Age: 55-80+,2612.0
Cognitive Disability,Region VII (Central Visayas),1406274,Age: 55-80+,1261.0
Communication Disability,Region VII (Central Visayas),1406274,Age: 55-80+,375.0
Hearing Disability,Region VII (Central Visayas),1406274,Age: 55-80+,1577.0
Mobility Disability,Region VII (Central Visayas),1406274,Age: 55-80+,1803.0
Self-Care Disability,Region VII (Central Visayas),1406274,Age: 55-80+,513.0
Visual Disability,Region VII (Central Visayas),1406274,Age: 55-80+,3746.0
Cognitive Disability,Region VII (Central Visayas),100457,Age: 55-80+,1476.0
Communication Disability,Region VII (Central Visayas),100457,Age: 55-80+,459.0
Hearing Disability,Region VII (Central Visayas),100457,Age: 55-80+,2359.0
Mobility Disability,Region VII (Central Visayas),100457,Age: 55-80+,2704.0
Self-Care Disability,Region VII (Central Visayas),100457,Age: 55-80+,699.0
Visual Disability,Region VII (Central Visayas),100457,Age: 55-80+,4327.0
Cognitive Disability,Region VIII (Eastern Visayas),179362,Age: 55-80+,1228.0
Communication Disability,Region VIII (Eastern Visayas),179362,Age: 55-80+,333.0
Hearing Disability,Region VIII (Eastern Visayas),179362,Age: 55-80+,1551.0
Mobility Disability,Region VIII (Eastern Visayas),179362,Age: 55-80+,1976.0
Self-Care Disability,Region VIII (Eastern Visayas),179362,Age: 55-80+,494.0
Visual Disability,Region VIII (Eastern Visayas),179362,Age: 55-80+,3191.0
Cognitive Disability,Region VIII (Eastern Visayas),503495,Age: 55-80+,1367.0
Communication Disability,Region VIII (Eastern Visayas),503495,Age: 55-80+,390.0
Hearing Disability,Region VIII (Eastern Visayas),503495,Age: 55-80+,2294.0
Mobility Disability,Region VIII (Eastern Visayas),503495,Age: 55-80+,2648.0
Self-Care Disability,Region VIII (Eastern Visayas),503495,Age: 55-80+,506.0
Visual Disability,Region VIII (Eastern Visayas),503495,Age: 55-80+,5372.0
Cognitive Disability,Region VIII (Eastern Visayas),2124269,Age: 55-80+,1170.0
Communication Disability,Region VIII (Eastern Visayas),2124269,Age: 55-80+,306.0
Hearing Disability,Region VIII (Eastern Visayas),2124269,Age: 55-80+,1611.0
Mobility Disability,Region VIII (Eastern Visayas),2124269,Age: 55-80+,1707.0
Self-Care Disability,Region VIII (Eastern Visayas),2124269,Age: 55-80+,427.0
Visual Disability,Region VIII (Eastern Visayas),2124269,Age: 55-80+,4163.0
Cognitive Disability,Region VIII (Eastern Visayas),668766,Age: 55-80+,1349.0
Communication Disability,Region VIII (Eastern Visayas),668766,Age: 55-80+,341.0
Hearing Disability,Region VIII (Eastern Visayas),668766,Age: 55-80+,2138.0
Mobility Disability,Region VIII (Eastern Visayas),668766,Age: 55-80+,2074.0
Self-Care Disability,Region VIII (Eastern Visayas),668766,Age: 55-80+,459.0
Visual Disability,Region VIII (Eastern Visayas),668766,Age: 55-80+,5292.0
Cognitive Disability,Region VIII (Eastern Visayas),822095,Age: 55-80+,729.0
Communication Disability,Region VIII (Eastern Visayas),822095,Age: 55-80+,229.0
Hearing Disability,Region VIII (Eastern Visayas),822095,Age: 55-80+,1345.0
Mobility Disability,Region VIII (Eastern Visayas),822095,Age: 55-80+,1425.0
Self-Care Disability,Region VIII (Eastern Visayas),822095,Age: 55-80+,318.0
Visual Disability,Region VIII (Eastern Visayas),822095,Age: 55-80+,3512.0
Cognitive Disability,Region VIII (Eastern Visayas),444355,Age: 55-80+,1772.0
Communication Disability,Region VIII (Eastern Visayas),444355,Age: 55-80+,458.0
Hearing Disability,Region VIII (Eastern Visayas),444355,Age: 55-80+,2124.0
Mobility Disability,Region VIII (Eastern Visayas),444355,Age: 55-80+,1989.0
Self-Care Disability,Region VIII (Eastern Visayas),444355,Age: 55-80+,657.0
Visual Disability,Region VIII (Eastern Visayas),444355,Age: 55-80+,5057.0
Cognitive Disability,Region X (Northern Mindanao),1510189,Age: 55-80+,960.0
Communication Disability,Region X (Northern Mindanao),1510189,Age: 55-80+,287.0
Hearing Disability,Region X (Northern Mindanao),1510189,Age: 55-80+,1208.0
Mobility Disability,Region X (Northern Mindanao),1510189,Age: 55-80+,1092.0
Self-Care Disability,Region X (Northern Mindanao),1510189,Age: 55-80+,368.0
Visual Disability,Region X (Northern Mindanao),1510189,Age: 55-80+,2931.0
Cognitive Disability,Region X (Northern Mindanao),92431,Age: 55-80+,1526.0
Communication Disability,Region X (Northern Mindanao),92431,Age: 55-80+,321.0
Hearing Disability,Region X (Northern Mindanao),92431,Age: 55-80+,1844.0
Mobility Disability,Region X (Northern Mindanao),92431,Age: 55-80+,1869.0
Self-Care Disability,Region X (Northern Mindanao),92431,Age: 55-80+,633.0
Visual Disability,Region X (Northern Mindanao),92431,Age: 55-80+,3834.0
Cognitive Disability,Region X (Northern Mindanao),1095270,Age: 55-80+,626.0
Communication Disability,Region X (Northern Mindanao),1095270,Age: 55-80+,226.0
Hearing Disability,Region X (Northern Mindanao),1095270,Age: 55-80+,897.0
Mobility Disability,Region X (Northern Mindanao),1095270,Age: 55-80+,798.0
Self-Care Disability,Region X (Northern Mindanao),1095270,Age: 55-80+,310.0
Visual Disability,Region X (Northern Mindanao),1095270,Age: 55-80+,2012.0
Cognitive Disability,Region X (Northern Mindanao),627158,Age: 55-80+,1249.0
Communication Disability,Region X (Northern Mindanao),627158,Age: 55-80+,361.0
Hearing Disability,Region X (Northern Mindanao),627158,Age: 55-80+,1761.0
Mobility Disability,Region X (Northern Mindanao),627158,Age: 55-80+,1550.0
Self-Care Disability,Region X (Northern Mindanao),627158,Age: 55-80+,500.0
Visual Disability,Region X (Northern Mindanao),627158,Age: 55-80+,4255.0
Cognitive Disability,Region X (Northern Mindanao),1692002,Age: 55-80+,765.0
Communication Disability,Region X (Northern Mindanao),1692002,Age: 55-80+,239.0
Hearing Disability,Region X (Northern Mindanao),1692002,Age: 55-80+,1122.0
Mobility Disability,Region X (Northern Mindanao),1692002,Age: 55-80+,1095.0
Self-Care Disability,Region X (Northern Mindanao),1692002,Age: 55-80+,354.0
Visual Disability,Region X (Northern Mindanao),1692002,Age: 55-80+,2885.0
Cognitive Disability,Region XIII (Caraga),738775,Age: 55-80+,859.0
Communication Disability,Region XIII (Caraga),738775,Age: 55-80+,255.0
Hearing Disability,Region XIII (Caraga),738775,Age: 55-80+,1156.0
Mobility Disability,Region XIII (Caraga),738775,Age: 55-80+,1088.0
Self-Care Disability,Region XIII (Caraga),738775,Age: 55-80+,381.0
Visual Disability,Region XIII (Caraga),738775,Age: 55-80+,2815.0
Cognitive Disability,Region XIII (Caraga),734982,Age: 55-80+,1095.0
Communication Disability,Region XIII (Caraga),734982,Age: 55-80+,245.0
Hearing Disability,Region XIII (Caraga),734982,Age: 55-80+,1314.0
Mobility Disability,Region XIII (Caraga),734982,Age: 55-80+,1144.0
Self-Care Disability,Region XIII (Caraga),734982,Age: 55-80+,321.0
Visual Disability,Region XIII (Caraga),734982,Age: 55-80+,2951.0
Cognitive Disability,Region XIII (Caraga),130671,Age: 55-80+,1252.0
Communication Disability,Region XIII (Caraga),130671,Age: 55-80+,336.0
Hearing Disability,Region XIII (Caraga),130671,Age: 55-80+,1805.0
Mobility Disability,Region XIII (Caraga),130671,Age: 55-80+,1788.0
Self-Care Disability,Region XIII (Caraga),130671,Age: 55-80+,454.0
Visual Disability,Region XIII (Caraga),130671,Age: 55-80+,4080.0
Cognitive Disability,Region XIII (Caraga),528148,Age: 55-80+,1311.0
Communication Disability,Region XIII (Caraga),528148,Age: 55-80+,298.0
Hearing Disability,Region XIII (Caraga),528148,Age: 55-80+,1454.0
Mobility Disability,Region XIII (Caraga),528148,Age: 55-80+,1426.0
Self-Care Disability,Region XIII (Caraga),528148,Age: 55-80+,453.0
Visual Disability,Region XIII (Caraga),528148,Age: 55-80+,3663.0
Cognitive Disability,Region XIII (Caraga),620531,Age: 55-80+,1394.0
Communication Disability,Region XIII (Caraga),620531,Age: 55-80+,347.0
Hearing Disability,Region XIII (Caraga),620531,Age: 55-80+,1643.0
Mobility Disability,Region XIII (Caraga),620531,Age: 55-80+,1503.0
Self-Care Disability,Region XIII (Caraga),620531,Age: 55-80+,442.0
Visual Disability,Region XIII (Caraga),620531,Age: 55-80+,4479.0
