Region,Province,Sex,Disability,Status,Household Population 5 Years Old and Over with Functional Difficulty,Gender Population,Gender affected by disability per 100k
Region VI (Western Visayas),CAPIZ,Female,Communication Disability,Severe,539,401541.5,134
Region VI (Western Visayas),CAPIZ,Female,Hearing Disability,Mild,8629,401541.5,2148
Region VI (Western Visayas),CAPIZ,Female,Hearing Disability,Moderate,1025,401541.5,255
Region VI (Western Visayas),CAPIZ,Female,Hearing Disability,Severe,257,401541.5,64
Region VI (Western Visayas),CAPIZ,Female,Mobility Disability,Mild,7942,401541.5,1977
Region VI (Western Visayas),CAPIZ,Female,Mobility Disability,Moderate,1346,401541.5,335
Region VI (Western Visayas),CAPIZ,Female,Mobility Disability,Severe,632,401541.5,157
Region VI (Western Visayas),CAPIZ,Female,Self-Care Disability,Mild,2321,401541.5,578
Region VI (Western Visayas),CAPIZ,Female,Self-Care Disability,Moderate,630,401541.5,156
Region VI (Western Visayas),CAPIZ,Female,Self-Care Disability,Severe,683,401541.5,170
Region VI (Western Visayas),CAPIZ,Female,Visual Disability,Mild,31205,401541.5,7771
Region VI (Western Visayas),CAPIZ,Female,Visual Disability,Moderate,2191,401541.5,545
Region VI (Western Visayas),CAPIZ,Female,Visual Disability,Severe,393,401541.5,97
Region VI (Western Visayas),CAPIZ,Male,Cognitive Disability,Mild,6327,401541.5,1575
Region VI (Western Visayas),CAPIZ,Male,Cognitive Disability,Moderate,754,401541.5,187
Region VI (Western Visayas),CAPIZ,Male,Cognitive Disability,Severe,301,401541.5,74
Region VI (Western Visayas),CAPIZ,Male,Communication Disability,Mild,1784,401541.5,444
Region VI (Western Visayas),CAPIZ,Male,Communication Disability,Moderate,646,401541.5,160
Region VI (Western Visayas),CAPIZ,Male,Communication Disability,Severe,506,401541.5,126
Region VI (Western Visayas),CAPIZ,Male,Hearing Disability,Mild,6683,401541.5,1664
Region VI (Western Visayas),CAPIZ,Male,Hearing Disability,Moderate,776,401541.5,193
Region VI (Western Visayas),CAPIZ,Male,Hearing Disability,Severe,223,401541.5,55
Region VI (Western Visayas),CAPIZ,Male,Mobility Disability,Mild,6384,401541.5,1589
Region VI (Western Visayas),CAPIZ,Male,Mobility Disability,Moderate,1236,401541.5,307
Region VI (Western Visayas),CAPIZ,Male,Mobility Disability,Severe,565,401541.5,140
Region VI (Western Visayas),CAPIZ,Male,Self-Care Disability,Mild,1752,401541.5,436
Region VI (Western Visayas),CAPIZ,Male,Self-Care Disability,Moderate,474,401541.5,118
Region VI (Western Visayas),CAPIZ,Male,Self-Care Disability,Severe,595,401541.5,148
Region VI (Western Visayas),CAPIZ,Male,Visual Disability,Mild,22424,401541.5,5584
Region VI (Western Visayas),CAPIZ,Male,Visual Disability,Moderate,1372,401541.5,341
Region VI (Western Visayas),CAPIZ,Male,Visual Disability,Severe,276,401541.5,68
Region VI (Western Visayas),GUIMARAS,Female,Cognitive Disability,Mild,1576,92587.0,1702
Region VI (Western Visayas),GUIMARAS,Female,Cognitive Disability,Moderate,215,92587.0,232
Region VI (Western Visayas),GUIMARAS,Female,Cognitive Disability,Severe,80,92587.0,86
Region VI (Western Visayas),GUIMARAS,Female,Communication Disability,Mild,338,92587.0,365
Region VI (Western Visayas),GUIMARAS,Female,Communication Disability,Moderate,157,92587.0,169
Region VI (Western Visayas),GUIMARAS,Female,Communication Disability,Severe,132,92587.0,142
Region VI (Western Visayas),GUIMARAS,Female,Hearing Disability,Mild,1451,92587.0,1567
Region VI (Western Visayas),GUIMARAS,Female,Hearing Disability,Moderate,170,92587.0,183
Region VI (Western Visayas),GUIMARAS,Female,Hearing Disability,Severe,58,92587.0,62
Region VI (Western Visayas),GUIMARAS,Female,Mobility Disability,Mild,1403,92587.0,1515
Region VI (Western Visayas),GUIMARAS,Female,Mobility Disability,Moderate,293,92587.0,316
Region VI (Western Visayas),GUIMARAS,Female,Mobility Disability,Severe,188,92587.0,203
Region VI (Western Visayas),GUIMARAS,Female,Self-Care Disability,Mild,347,92587.0,374
Region VI (Western Visayas),GUIMARAS,Female,Self-Care Disability,Moderate,140,92587.0,151
Region VI (Western Visayas),GUIMARAS,Female,Self-Care Disability,Severe,210,92587.0,226
Region VI (Western Visayas),GUIMARAS,Female,Visual Disability,Mild,4919,92587.0,5312
Region VI (Western Visayas),GUIMARAS,Female,Visual Disability,Moderate,533,92587.0,575
Region VI (Western Visayas),GUIMARAS,Female,Visual Disability,Severe,92,92587.0,99
Region VI (Western Visayas),GUIMARAS,Male,Cognitive Disability,Mild,1078,92587.0,1164
Region VI (Western Visayas),GUIMARAS,Male,Cognitive Disability,Moderate,174,92587.0,187
Region VI (Western Visayas),GUIMARAS,Male,Cognitive Disability,Severe,69,92587.0,74
Region VI (Western Visayas),GUIMARAS,Male,Communication Disability,Mild,362,92587.0,390
Region VI (Western Visayas),GUIMARAS,Male,Communication Disability,Moderate,153,92587.0,165
Region VI (Western Visayas),GUIMARAS,Male,Communication Disability,Severe,147,92587.0,158
Region VI (Western Visayas),GUIMARAS,Male,Hearing Disability,Mild,1235,92587.0,1333
Region VI (Western Visayas),GUIMARAS,Male,Hearing Disability,Moderate,178,92587.0,192
Region VI (Western Visayas),GUIMARAS,Male,Hearing Disability,Severe,58,92587.0,62
Region VI (Western Visayas),GUIMARAS,Male,Mobility Disability,Mild,1240,92587.0,1339
Region VI (Western Visayas),GUIMARAS,Male,Mobility Disability,Moderate,273,92587.0,294
Region VI (Western Visayas),GUIMARAS,Male,Mobility Disability,Severe,160,92587.0,172
Region VI (Western Visayas),GUIMARAS,Male,Self-Care Disability,Mild,319,92587.0,344
Region VI (Western Visayas),GUIMARAS,Male,Self-Care Disability,Moderate,141,92587.0,152
Region VI (Western Visayas),GUIMARAS,Male,Self-Care Disability,Severe,175,92587.0,189
Region VI (Western Visayas),GUIMARAS,Male,Visual Disability,Mild,3601,92587.0,3889
Region VI (Western Visayas),GUIMARAS,Male,Visual Disability,Moderate,399,92587.0,430
Region VI (Western Visayas),GUIMARAS,Male,Visual Disability,Severe,66,92587.0,71
Region VI (Western Visayas),ILOILO,Female,Cognitive Disability,Mild,29266,1262105.5,2318
Region VI (Western Visayas),ILOILO,Female,Cognitive Disability,Moderate,4220,1262105.5,334
Region VI (Western Visayas),ILOILO,Female,Cognitive Disability,Severe,1257,1262105.5,99
Region VI (Western Visayas),ILOILO,Female,Communication Disability,Mild,6353,1262105.5,503
Region VI (Western Visayas),ILOILO,Female,Communication Disability,Moderate,2350,1262105.5,186
Region VI (Western Visayas),ILOILO,Female,Communication Disability,Severe,1929,1262105.5,152
Region VI (Western Visayas),ILOILO,Female,Hearing Disability,Mild,28194,1262105.5,2233
Region VI (Western Visayas),ILOILO,Female,Hearing Disability,Moderate,4088,1262105.5,323
Region VI (Western Visayas),ILOILO,Female,Hearing Disability,Severe,920,1262105.5,72
Region VI (Western Visayas),ILOILO,Female,Mobility Disability,Mild,26832,1262105.5,2125
Region VI (Western Visayas),ILOILO,Female,Mobility Disability,Moderate,5458,1262105.5,432
Region VI (Western Visayas),ILOILO,Female,Mobility Disability,Severe,3098,1262105.5,245
Region VI (Western Visayas),ILOILO,Female,Self-Care Disability,Mild,6824,1262105.5,540
Region VI (Western Visayas),ILOILO,Female,Self-Care Disability,Moderate,2344,1262105.5,185
Region VI (Western Visayas),ILOILO,Female,Self-Care Disability,Severe,3363,1262105.5,266
Region VI (Western Visayas),ILOILO,Female,Visual Disability,Mild,99560,1262105.5,7888
Region VI (Western Visayas),ILOILO,Female,Visual Disability,Moderate,8164,1262105.5,646
Region VI (Western Visayas),ILOILO,Female,Visual Disability,Severe,1549,1262105.5,122
Region VI (Western Visayas),ILOILO,Male,Cognitive Disability,Mild,18521,1262105.5,1467
Region VI (Western Visayas),ILOILO,Male,Cognitive Disability,Moderate,2748,1262105.5,217
Region VI (Western Visayas),ILOILO,Male,Cognitive Disability,Severe,949,1262105.5,75
Region VI (Western Visayas),ILOILO,Male,Communication Disability,Mild,5485,1262105.5,434
Region VI (Western Visayas),ILOILO,Male,Communication Disability,Moderate,2263,1262105.5,179
Region VI (Western Visayas),ILOILO,Male,Communication Disability,Severe,1769,1262105.5,140
Region VI (Western Visayas),ILOILO,Male,Hearing Disability,Mild,21812,1262105.5,1728
Region VI (Western Visayas),ILOILO,Male,Hearing Disability,Moderate,3131,1262105.5,248
Region VI (Western Visayas),ILOILO,Male,Hearing Disability,Severe,812,1262105.5,64
Region VI (Western Visayas),ILOILO,Male,Mobility Disability,Mild,21535,1262105.5,1706
Region VI (Western Visayas),ILOILO,Male,Mobility Disability,Moderate,4981,1262105.5,394
Region VI (Western Visayas),ILOILO,Male,Mobility Disability,Severe,2256,1262105.5,178
Region VI (Western Visayas),ILOILO,Male,Self-Care Disability,Mild,5284,1262105.5,418
Region VI (Western Visayas),ILOILO,Male,Self-Care Disability,Moderate,1935,1262105.5,153
Region VI (Western Visayas),ILOILO,Male,Self-Care Disability,Severe,2495,1262105.5,197
Region VI (Western Visayas),ILOILO,Male,Visual Disability,Mild,68943,1262105.5,5462
Region VI (Western Visayas),ILOILO,Male,Visual Disability,Moderate,5349,1262105.5,423
Region VI (Western Visayas),ILOILO,Male,Visual Disability,Severe,1185,1262105.5,93
Region VI (Western Visayas),NEGROS OCCIDENTAL,Female,Cognitive Disability,Mild,19916,1587194.5,1254
Region VI (Western Visayas),NEGROS OCCIDENTAL,Female,Cognitive Disability,Moderate,2722,1587194.5,171
Region VI (Western Visayas),NEGROS OCCIDENTAL,Female,Cognitive Disability,Severe,969,1587194.5,61
Region VI (Western Visayas),NEGROS OCCIDENTAL,Female,Communication Disability,Mild,5622,1587194.5,354
Region VI (Western Visayas),NEGROS OCCIDENTAL,Female,Communication Disability,Moderate,2224,1587194.5,140
Region VI (Western Visayas),NEGROS OCCIDENTAL,Female,Communication Disability,Severe,2061,1587194.5,129
Region VI (Western Visayas),NEGROS OCCIDENTAL,Female,Hearing Disability,Mild,24718,1587194.5,1557
Region VI (Western Visayas),NEGROS OCCIDENTAL,Female,Hearing Disability,Moderate,3083,1587194.5,194
Region VI (Western Visayas),NEGROS OCCIDENTAL,Female,Hearing Disability,Severe,813,1587194.5,51
Region VI (Western Visayas),NEGROS OCCIDENTAL,Female,Mobility Disability,Mild,21114,1587194.5,1330
Region VI (Western Visayas),NEGROS OCCIDENTAL,Female,Mobility Disability,Moderate,3883,1587194.5,244
Region VI (Western Visayas),NEGROS OCCIDENTAL,Female,Mobility Disability,Severe,2005,1587194.5,126
Region VI (Western Visayas),NEGROS OCCIDENTAL,Female,Self-Care Disability,Mild,6226,1587194.5,392
Region VI (Western Visayas),NEGROS OCCIDENTAL,Female,Self-Care Disability,Moderate,1869,1587194.5,117
Region VI (Western Visayas),NEGROS OCCIDENTAL,Female,Self-Care Disability,Severe,2125,1587194.5,133
Region VI (Western Visayas),NEGROS OCCIDENTAL,Female,Visual Disability,Mild,90173,1587194.5,5681
Region VI (Western Visayas),NEGROS OCCIDENTAL,Female,Visual Disability,Moderate,6105,1587194.5,384
Region VI (Western Visayas),NEGROS OCCIDENTAL,Female,Visual Disability,Severe,1098,1587194.5,69
Region VI (Western Visayas),NEGROS OCCIDENTAL,Male,Cognitive Disability,Mild,13463,1587194.5,848
Region VI (Western Visayas),NEGROS OCCIDENTAL,Male,Cognitive Disability,Moderate,2099,1587194.5,132
Region VI (Western Visayas),NEGROS OCCIDENTAL,Male,Cognitive Disability,Severe,811,1587194.5,51
Region VI (Western Visayas),NEGROS OCCIDENTAL,Male,Communication Disability,Mild,5451,1587194.5,343
Region VI (Western Visayas),NEGROS OCCIDENTAL,Male,Communication Disability,Moderate,2071,1587194.5,130
Region VI (Western Visayas),NEGROS OCCIDENTAL,Male,Communication Disability,Severe,1849,1587194.5,116
Region VI (Western Visayas),NEGROS OCCIDENTAL,Male,Hearing Disability,Mild,19672,1587194.5,1239
Region VI (Western Visayas),NEGROS OCCIDENTAL,Male,Hearing Disability,Moderate,2498,1587194.5,157
Region VI (Western Visayas),NEGROS OCCIDENTAL,Male,Hearing Disability,Severe,795,1587194.5,50
Region VI (Western Visayas),NEGROS OCCIDENTAL,Male,Mobility Disability,Mild,17794,1587194.5,1121
Region VI (Western Visayas),NEGROS OCCIDENTAL,Male,Mobility Disability,Moderate,3727,1587194.5,234
Region VI (Western Visayas),NEGROS OCCIDENTAL,Male,Mobility Disability,Severe,1711,1587194.5,107
Region VI (Western Visayas),NEGROS OCCIDENTAL,Male,Self-Care Disability,Mild,5328,1587194.5,335
Region VI (Western Visayas),NEGROS OCCIDENTAL,Male,Self-Care Disability,Moderate,1647,1587194.5,103
Region VI (Western Visayas),NEGROS OCCIDENTAL,Male,Self-Care Disability,Severe,1892,1587194.5,119
Region VI (Western Visayas),NEGROS OCCIDENTAL,Male,Visual Disability,Mild,66393,1587194.5,4183
Region VI (Western Visayas),NEGROS OCCIDENTAL,Male,Visual Disability,Moderate,4172,1587194.5,262
Region VI (Western Visayas),NEGROS OCCIDENTAL,Male,Visual Disability,Severe,851,1587194.5,53
Region VII (Central Visayas),BOHOL,Female,Cognitive Disability,Mild,16314,682553.5,2390
Region VII (Central Visayas),BOHOL,Female,Cognitive Disability,Moderate,2320,682553.5,339
Region VII (Central Visayas),BOHOL,Female,Cognitive Disability,Severe,671,682553.5,98
Region VII (Central Visayas),BOHOL,Female,Communication Disability,Mild,3119,682553.5,456
Region VII (Central Visayas),BOHOL,Female,Communication Disability,Moderate,1423,682553.5,208
Region VII (Central Visayas),BOHOL,Female,Communication Disability,Severe,1132,682553.5,165
Region VII (Central Visayas),BOHOL,Female,Hearing Disability,Mild,15771,682553.5,2310
Region VII (Central Visayas),BOHOL,Female,Hearing Disability,Moderate,2617,682553.5,383
Region VII (Central Visayas),BOHOL,Female,Hearing Disability,Severe,566,682553.5,82
Region VII (Central Visayas),BOHOL,Female,Mobility Disability,Mild,14796,682553.5,2167
Region VII (Central Visayas),BOHOL,Female,Mobility Disability,Moderate,2963,682553.5,434
Region VII (Central Visayas),BOHOL,Female,Mobility Disability,Severe,1665,682553.5,243
Region VII (Central Visayas),BOHOL,Female,Self-Care Disability,Mild,3189,682553.5,467
Region VII (Central Visayas),BOHOL,Female,Self-Care Disability,Moderate,1245,682553.5,182
Region VII (Central Visayas),BOHOL,Female,Self-Care Disability,Severe,1861,682553.5,272
Region VII (Central Visayas),BOHOL,Female,Visual Disability,Mild,44700,682553.5,6548
Region VII (Central Visayas),BOHOL,Female,Visual Disability,Moderate,4019,682553.5,588
Region VII (Central Visayas),BOHOL,Female,Visual Disability,Severe,794,682553.5,116
Region VII (Central Visayas),BOHOL,Male,Cognitive Disability,Mild,12055,682553.5,1766
Region VII (Central Visayas),BOHOL,Male,Cognitive Disability,Moderate,1666,682553.5,244
Region VII (Central Visayas),BOHOL,Male,Cognitive Disability,Severe,595,682553.5,87
Region VII (Central Visayas),BOHOL,Male,Communication Disability,Mild,3017,682553.5,442
Region VII (Central Visayas),BOHOL,Male,Communication Disability,Moderate,1356,682553.5,198
Region VII (Central Visayas),BOHOL,Male,Communication Disability,Severe,1154,682553.5,169
Region VII (Central Visayas),BOHOL,Male,Hearing Disability,Mild,13744,682553.5,2013
Region VII (Central Visayas),BOHOL,Male,Hearing Disability,Moderate,2238,682553.5,327
Region VII (Central Visayas),BOHOL,Male,Hearing Disability,Severe,578,682553.5,84
Region VII (Central Visayas),BOHOL,Male,Mobility Disability,Mild,12957,682553.5,1898
Region VII (Central Visayas),BOHOL,Male,Mobility Disability,Moderate,2775,682553.5,406
Region VII (Central Visayas),BOHOL,Male,Mobility Disability,Severe,1295,682553.5,189
Region VII (Central Visayas),BOHOL,Male,Self-Care Disability,Mild,2711,682553.5,397
Region VII (Central Visayas),BOHOL,Male,Self-Care Disability,Moderate,1060,682553.5,155
Region VII (Central Visayas),BOHOL,Male,Self-Care Disability,Severe,1529,682553.5,224
Region VII (Central Visayas),BOHOL,Male,Visual Disability,Mild,33586,682553.5,4920
Region VII (Central Visayas),BOHOL,Male,Visual Disability,Moderate,3032,682553.5,444
Region VII (Central Visayas),BOHOL,Male,Visual Disability,Severe,591,682553.5,86
Region VII (Central Visayas),CEBU,Female,Cognitive Disability,Mild,30238,2542603.5,1189
Region VII (Central Visayas),CEBU,Female,Cognitive Disability,Moderate,4478,2542603.5,176
Region VII (Central Visayas),CEBU,Female,Cognitive Disability,Severe,1565,2542603.5,61
Region VII (Central Visayas),CEBU,Female,Communication Disability,Mild,8197,2542603.5,322
Region VII (Central Visayas),CEBU,Female,Communication Disability,Moderate,3408,2542603.5,134
Region VII (Central Visayas),CEBU,Female,Communication Disability,Severe,2982,2542603.5,117
Region VII (Central Visayas),CEBU,Female,Hearing Disability,Mild,33061,2542603.5,1300
Region VII (Central Visayas),CEBU,Female,Hearing Disability,Moderate,4767,2542603.5,187
Region VII (Central Visayas),CEBU,Female,Hearing Disability,Severe,1382,2542603.5,54
Region VII (Central Visayas),CEBU,Female,Mobility Disability,Mild,34622,2542603.5,1361
Region VII (Central Visayas),CEBU,Female,Mobility Disability,Moderate,7080,2542603.5,278
Region VII (Central Visayas),CEBU,Female,Mobility Disability,Severe,3769,2542603.5,148
Region VII (Central Visayas),CEBU,Female,Self-Care Disability,Mild,8240,2542603.5,324
Region VII (Central Visayas),CEBU,Female,Self-Care Disability,Moderate,3028,2542603.5,119
Region VII (Central Visayas),CEBU,Female,Self-Care Disability,Severe,3748,2542603.5,147
Region VII (Central Visayas),CEBU,Female,Visual Disability,Mild,124031,2542603.5,4878
Region VII (Central Visayas),CEBU,Female,Visual Disability,Moderate,9762,2542603.5,383
Region VII (Central Visayas),CEBU,Female,Visual Disability,Severe,1968,2542603.5,77
Region VII (Central Visayas),CEBU,Male,Cognitive Disability,Mild,21897,2542603.5,861
Region VII (Central Visayas),CEBU,Male,Cognitive Disability,Moderate,3759,2542603.5,147
Region VII (Central Visayas),CEBU,Male,Cognitive Disability,Severe,1496,2542603.5,58
Region VII (Central Visayas),CEBU,Male,Communication Disability,Mild,8127,2542603.5,319
Region VII (Central Visayas),CEBU,Male,Communication Disability,Moderate,3458,2542603.5,136
Region VII (Central Visayas),CEBU,Male,Communication Disability,Severe,3009,2542603.5,118
Region VII (Central Visayas),CEBU,Male,Hearing Disability,Mild,28147,2542603.5,1107
Region VII (Central Visayas),CEBU,Male,Hearing Disability,Moderate,4260,2542603.5,167
Region VII (Central Visayas),CEBU,Male,Hearing Disability,Severe,1448,2542603.5,56
Region VII (Central Visayas),CEBU,Male,Mobility Disability,Mild,27564,2542603.5,1084
Region VII (Central Visayas),CEBU,Male,Mobility Disability,Moderate,6449,2542603.5,253
Region VII (Central Visayas),CEBU,Male,Mobility Disability,Severe,3215,2542603.5,126
Region VII (Central Visayas),CEBU,Male,Self-Care Disability,Mild,7012,2542603.5,275
Region VII (Central Visayas),CEBU,Male,Self-Care Disability,Moderate,2715,2542603.5,106
Region VII (Central Visayas),CEBU,Male,Self-Care Disability,Severe,3437,2542603.5,135
Region VII (Central Visayas),CEBU,Male,Visual Disability,Mild,91306,2542603.5,3591
Region VII (Central Visayas),CEBU,Male,Visual Disability,Moderate,6944,2542603.5,273
Region VII (Central Visayas),CEBU,Male,Visual Disability,Severe,1707,2542603.5,67
Region VII (Central Visayas),NEGROS ORIENTAL,Female,Cognitive Disability,Mild,12876,703137.0,1831
Region VII (Central Visayas),NEGROS ORIENTAL,Female,Cognitive Disability,Moderate,1927,703137.0,274
Region VII (Central Visayas),NEGROS ORIENTAL,Female,Cognitive Disability,Severe,598,703137.0,85
Region VII (Central Visayas),NEGROS ORIENTAL,Female,Communication Disability,Mild,3060,703137.0,435
Region VII (Central Visayas),NEGROS ORIENTAL,Female,Communication Disability,Moderate,1253,703137.0,178
Region VII (Central Visayas),NEGROS ORIENTAL,Female,Communication Disability,Severe,1000,703137.0,142
Region VII (Central Visayas),NEGROS ORIENTAL,Female,Hearing Disability,Mild,12112,703137.0,1722
Region VII (Central Visayas),NEGROS ORIENTAL,Female,Hearing Disability,Moderate,1776,703137.0,252
Region VII (Central Visayas),NEGROS ORIENTAL,Female,Hearing Disability,Severe,479,703137.0,68
Region VII (Central Visayas),NEGROS ORIENTAL,Female,Mobility Disability,Mild,13206,703137.0,1878
Region VII (Central Visayas),NEGROS ORIENTAL,Female,Mobility Disability,Moderate,2464,703137.0,350
Region VII (Central Visayas),NEGROS ORIENTAL,Female,Mobility Disability,Severe,1354,703137.0,192
Region VII (Central Visayas),NEGROS ORIENTAL,Female,Self-Care Disability,Mild,3295,703137.0,468
Region VII (Central Visayas),NEGROS ORIENTAL,Female,Self-Care Disability,Moderate,1172,703137.0,166
Region VII (Central Visayas),NEGROS ORIENTAL,Female,Self-Care Disability,Severe,1397,703137.0,198
Region VII (Central Visayas),NEGROS ORIENTAL,Female,Visual Disability,Mild,41859,703137.0,5953
Region VII (Central Visayas),NEGROS ORIENTAL,Female,Visual Disability,Moderate,3178,703137.0,451
Region VII (Central Visayas),NEGROS ORIENTAL,Female,Visual Disability,Severe,668,703137.0,95
Region VII (Central Visayas),NEGROS ORIENTAL,Male,Cognitive Disability,Mild,9968,703137.0,1417
Region VII (Central Visayas),NEGROS ORIENTAL,Male,Cognitive Disability,Moderate,1554,703137.0,221
Region VII (Central Visayas),NEGROS ORIENTAL,Male,Cognitive Disability,Severe,563,703137.0,80
Region VII (Central Visayas),NEGROS ORIENTAL,Male,Communication Disability,Mild,2930,703137.0,416
Region VII (Central Visayas),NEGROS ORIENTAL,Male,Communication Disability,Moderate,1254,703137.0,178
Region VII (Central Visayas),NEGROS ORIENTAL,Male,Communication Disability,Severe,1064,703137.0,151
Region VII (Central Visayas),NEGROS ORIENTAL,Male,Hearing Disability,Mild,11250,703137.0,1599
Region VII (Central Visayas),NEGROS ORIENTAL,Male,Hearing Disability,Moderate,1739,703137.0,247
Region VII (Central Visayas),NEGROS ORIENTAL,Male,Hearing Disability,Severe,515,703137.0,73
Region VII (Central Visayas),NEGROS ORIENTAL,Male,Mobility Disability,Mild,11907,703137.0,1693
Region VII (Central Visayas),NEGROS ORIENTAL,Male,Mobility Disability,Moderate,2242,703137.0,318
Region VII (Central Visayas),NEGROS ORIENTAL,Male,Mobility Disability,Severe,1188,703137.0,168
Region VII (Central Visayas),NEGROS ORIENTAL,Male,Self-Care Disability,Mild,3108,703137.0,442
Region VII (Central Visayas),NEGROS ORIENTAL,Male,Self-Care Disability,Moderate,1061,703137.0,150
Region VII (Central Visayas),NEGROS ORIENTAL,Male,Self-Care Disability,Severe,1288,703137.0,183
Region VII (Central Visayas),NEGROS ORIENTAL,Male,Visual Disability,Mild,32267,703137.0,4589
Region VII (Central Visayas),NEGROS ORIENTAL,Male,Visual Disability,Moderate,2408,703137.0,342
Region VII (Central Visayas),NEGROS ORIENTAL,Male,Visual Disability,Severe,546,703137.0,77
Region VII (Central Visayas),SIQUIJOR,Female,Cognitive Disability,Mild,976,50228.5,1943
Region VII (Central Visayas),SIQUIJOR,Female,Cognitive Disability,Moderate,162,50228.5,322
Region VII (Central Visayas),SIQUIJOR,Female,Cognitive Disability,Severe,66,50228.5,131
Region VII (Central Visayas),SIQUIJOR,Female,Communication Disability,Mild,263,50228.5,523
Region VII (Central Visayas),SIQUIJOR,Female,Communication Disability,Moderate,103,50228.5,205
Region VII (Central Visayas),SIQUIJOR,Female,Communication Disability,Severe,92,50228.5,183
Region VII (Central Visayas),SIQUIJOR,Female,Hearing Disability,Mild,1266,50228.5,2520
Region VII (Central Visayas),SIQUIJOR,Female,Hearing Disability,Moderate,150,50228.5,298
Region VII (Central Visayas),SIQUIJOR,Female,Hearing Disability,Severe,44,50228.5,87
Region VII (Central Visayas),SIQUIJOR,Female,Mobility Disability,Mild,1330,50228.5,2647
Region VII (Central Visayas),SIQUIJOR,Female,Mobility Disability,Moderate,293,50228.5,583
Region VII (Central Visayas),SIQUIJOR,Female,Mobility Disability,Severe,166,50228.5,330
Region VII (Central Visayas),SIQUIJOR,Female,Self-Care Disability,Mild,244,50228.5,485
Region VII (Central Visayas),SIQUIJOR,Female,Self-Care Disability,Moderate,121,50228.5,240
Region VII (Central Visayas),SIQUIJOR,Female,Self-Care Disability,Severe,171,50228.5,340
Region VII (Central Visayas),SIQUIJOR,Female,Visual Disability,Mild,3220,50228.5,6410
Region VII (Central Visayas),SIQUIJOR,Female,Visual Disability,Moderate,288,50228.5,573
Region VII (Central Visayas),SIQUIJOR,Female,Visual Disability,Severe,83,50228.5,165
Region VII (Central Visayas),SIQUIJOR,Male,Cognitive Disability,Mild,755,50228.5,1503
Region VII (Central Visayas),SIQUIJOR,Male,Cognitive Disability,Moderate,120,50228.5,238
Region VII (Central Visayas),SIQUIJOR,Male,Cognitive Disability,Severe,64,50228.5,127
Region VII (Central Visayas),SIQUIJOR,Male,Communication Disability,Mild,244,50228.5,485
Region VII (Central Visayas),SIQUIJOR,Male,Communication Disability,Moderate,111,50228.5,220
Region VII (Central Visayas),SIQUIJOR,Male,Communication Disability,Severe,90,50228.5,179
Region VII (Central Visayas),SIQUIJOR,Male,Hearing Disability,Mild,1177,50228.5,2343
Region VII (Central Visayas),SIQUIJOR,Male,Hearing Disability,Moderate,165,50228.5,328
Region VII (Central Visayas),SIQUIJOR,Male,Hearing Disability,Severe,38,50228.5,75
Region VII (Central Visayas),SIQUIJOR,Male,Mobility Disability,Mild,1154,50228.5,2297
Region VII (Central Visayas),SIQUIJOR,Male,Mobility Disability,Moderate,228,50228.5,453
Region VII (Central Visayas),SIQUIJOR,Male,Mobility Disability,Severe,109,50228.5,217
Region VII (Central Visayas),SIQUIJOR,Male,Self-Care Disability,Mild,206,50228.5,410
Region VII (Central Visayas),SIQUIJOR,Male,Self-Care Disability,Moderate,98,50228.5,195
Region VII (Central Visayas),SIQUIJOR,Male,Self-Care Disability,Severe,134,50228.5,266
Region VII (Central Visayas),SIQUIJOR,Male,Visual Disability,Mild,2523,50228.5,5023
Region VII (Central Visayas),SIQUIJOR,Male,Visual Disability,Moderate,219,50228.5,436
Region VII (Central Visayas),SIQUIJOR,Male,Visual Disability,Severe,50,50228.5,99
Region VIII (Eastern Visayas),BILIRAN,Female,Cognitive Disability,Mild,1660,89681.0,1851
Region VIII (Eastern Visayas),BILIRAN,Female,Cognitive Disability,Moderate,213,89681.0,237
Region VIII (Eastern Visayas),BILIRAN,Female,Cognitive Disability,Severe,78,89681.0,86
Region VIII (Eastern Visayas),BILIRAN,Female,Communication Disability,Mild,343,89681.0,382
Region VIII (Eastern Visayas),BILIRAN,Female,Communication Disability,Moderate,165,89681.0,183
Region VIII (Eastern Visayas),BILIRAN,Female,Communication Disability,Severe,146,89681.0,162
Region VIII (Eastern Visayas),BILIRAN,Female,Hearing Disability,Mild,1584,89681.0,1766
Region VIII (Eastern Visayas),BILIRAN,Female,Hearing Disability,Moderate,242,89681.0,269
Region VIII (Eastern Visayas),BILIRAN,Female,Hearing Disability,Severe,65,89681.0,72
Region VIII (Eastern Visayas),BILIRAN,Female,Mobility Disability,Mild,1883,89681.0,2099
Region VIII (Eastern Visayas),BILIRAN,Female,Mobility Disability,Moderate,316,89681.0,352
Region VIII (Eastern Visayas),BILIRAN,Female,Mobility Disability,Severe,216,89681.0,240
Region VIII (Eastern Visayas),BILIRAN,Female,Self-Care Disability,Mild,340,89681.0,379
Region VIII (Eastern Visayas),BILIRAN,Female,Self-Care Disability,Moderate,148,89681.0,165
Region VIII (Eastern Visayas),BILIRAN,Female,Self-Care Disability,Severe,239,89681.0,266
Region VIII (Eastern Visayas),BILIRAN,Female,Visual Disability,Mild,4466,89681.0,4979
Region VIII (Eastern Visayas),BILIRAN,Female,Visual Disability,Moderate,339,89681.0,378
Region VIII (Eastern Visayas),BILIRAN,Female,Visual Disability,Severe,76,89681.0,84
