Region,Province,RegCode_New,ProvCode_New,Disability,Sex,Status,Household Population 5 Years Old and Over with Functional Difficulty,Age: 5-19,Age: 20-34,Age: 35–54,Age: 55-80+
National Capital Region (NCR),"NCR, SECOND DISTRICT (NOT A PROVINCE)",PH130000000,PH1380500000,Mobility Disability,Both Sexes,Severe,371,39,31,59,242
National Capital Region (NCR),"NCR, SECOND DISTRICT (NOT A PROVINCE)",PH130000000,PH1380500000,Mobility Disability,Male,All,2752,143,151,647,1811
National Capital Region (NCR),"NCR, SECOND DISTRICT (NOT A PROVINCE)",PH130000000,PH1380500000,Mobility Disability,Male,Mild,2160,94,106,503,1457
National Capital Region (NCR),"NCR, SECOND DISTRICT (NOT A PROVINCE)",PH130000000,PH1380500000,Mobility Disability,Male,Moderate,420,24,25,109,262
National Capital Region (NCR),"NCR, SECOND DISTRICT (NOT A PROVINCE)",PH130000000,PH1380500000,Mobility Disability,Male,Severe,172,25,20,35,92
National Capital Region (NCR),"NCR, SECOND DISTRICT (NOT A PROVINCE)",PH130000000,PH1380500000,Mobility Disability,Female,All,3672,91,115,544,2922
National Capital Region (NCR),"NCR, SECOND DISTRICT (NOT A PROVINCE)",PH130000000,PH1380500000,Mobility Disability,Female,Mild,2992,56,90,453,2393
National Capital Region (NCR),"NCR, SECOND DISTRICT (NOT A PROVINCE)",PH130000000,PH1380500000,Mobility Disability,Female,Moderate,481,21,14,67,379
National Capital Region (NCR),"NCR, SECOND DISTRICT (NOT A PROVINCE)",PH130000000,PH1380500000,Mobility Disability,Female,Severe,199,14,11,24,150
National Capital Region (NCR),"NCR, SECOND DISTRICT (NOT A PROVINCE)",PH130000000,PH1380500000,Cognitive Disability,Both Sexes,All,3091,234,247,586,2024
National Capital Region (NCR),"NCR, SECOND DISTRICT (NOT A PROVINCE)",PH130000000,PH1380500000,Cognitive Disability,Both Sexes,Mild,2574,157,195,494,1728
National Capital Region (NCR),"NCR, SECOND DISTRICT (NOT A PROVINCE)",PH130000000,PH1380500000,Cognitive Disability,Both Sexes,Moderate,373,54,31,59,229
National Capital Region (NCR),"NCR, SECOND DISTRICT (NOT A PROVINCE)",PH130000000,PH1380500000,Cognitive Disability,Both Sexes,Severe,144,23,21,33,67
National Capital Region (NCR),"NCR, SECOND DISTRICT (NOT A PROVINCE)",PH130000000,PH1380500000,Cognitive Disability,Male,All,1244,150,103,258,733
National Capital Region (NCR),"NCR, SECOND DISTRICT (NOT A PROVINCE)",PH130000000,PH1380500000,Cognitive Disability,Male,Mild,1003,99,76,206,622
National Capital Region (NCR),"NCR, SECOND DISTRICT (NOT A PROVINCE)",PH130000000,PH1380500000,Cognitive Disability,Male,Moderate,178,41,18,37,82
National Capital Region (NCR),"NCR, SECOND DISTRICT (NOT A PROVINCE)",PH130000000,PH1380500000,Cognitive Disability,Male,Severe,63,10,9,15,29
National Capital Region (NCR),"NCR, SECOND DISTRICT (NOT A PROVINCE)",PH130000000,PH1380500000,Cognitive Disability,Female,All,1847,84,144,328,1291
National Capital Region (NCR),"NCR, SECOND DISTRICT (NOT A PROVINCE)",PH130000000,PH1380500000,Cognitive Disability,Female,Mild,1571,58,119,288,1106
National Capital Region (NCR),"NCR, SECOND DISTRICT (NOT A PROVINCE)",PH130000000,PH1380500000,Cognitive Disability,Female,Moderate,195,13,13,22,147
National Capital Region (NCR),"NCR, SECOND DISTRICT (NOT A PROVINCE)",PH130000000,PH1380500000,Cognitive Disability,Female,Severe,81,13,12,18,38
National Capital Region (NCR),"NCR, SECOND DISTRICT (NOT A PROVINCE)",PH130000000,PH1380500000,Self-Care Disability,Both Sexes,All,2028,310,168,324,1226
National Capital Region (NCR),"NCR, SECOND DISTRICT (NOT A PROVINCE)",PH130000000,PH1380500000,Self-Care Disability,Both Sexes,Mild,1284,198,102,208,776
National Capital Region (NCR),"NCR, SECOND DISTRICT (NOT A PROVINCE)",PH130000000,PH1380500000,Self-Care Disability,Both Sexes,Moderate,355,49,34,53,219
National Capital Region (NCR),"NCR, SECOND DISTRICT (NOT A PROVINCE)",PH130000000,PH1380500000,Self-Care Disability,Both Sexes,Severe,389,63,32,63,231
National Capital Region (NCR),"NCR, SECOND DISTRICT (NOT A PROVINCE)",PH130000000,PH1380500000,Self-Care Disability,Male,All,950,182,85,170,513
National Capital Region (NCR),"NCR, SECOND DISTRICT (NOT A PROVINCE)",PH130000000,PH1380500000,Self-Care Disability,Male,Mild,611,114,50,105,342
National Capital Region (NCR),"NCR, SECOND DISTRICT (NOT A PROVINCE)",PH130000000,PH1380500000,Self-Care Disability,Male,Moderate,168,31,18,33,86
National Capital Region (NCR),"NCR, SECOND DISTRICT (NOT A PROVINCE)",PH130000000,PH1380500000,Self-Care Disability,Male,Severe,171,37,17,32,85
National Capital Region (NCR),"NCR, SECOND DISTRICT (NOT A PROVINCE)",PH130000000,PH1380500000,Self-Care Disability,Female,All,1078,128,83,154,713
National Capital Region (NCR),"NCR, SECOND DISTRICT (NOT A PROVINCE)",PH130000000,PH1380500000,Self-Care Disability,Female,Mild,673,84,52,103,434
National Capital Region (NCR),"NCR, SECOND DISTRICT (NOT A PROVINCE)",PH130000000,PH1380500000,Self-Care Disability,Female,Moderate,187,18,16,20,133
National Capital Region (NCR),"NCR, SECOND DISTRICT (NOT A PROVINCE)",PH130000000,PH1380500000,Self-Care Disability,Female,Severe,218,26,15,31,146
National Capital Region (NCR),"NCR, SECOND DISTRICT (NOT A PROVINCE)",PH130000000,PH1380500000,Communication Disability,Both Sexes,All,1727,324,245,364,794
National Capital Region (NCR),"NCR, SECOND DISTRICT (NOT A PROVINCE)",PH130000000,PH1380500000,Communication Disability,Both Sexes,Mild,1149,196,150,235,568
National Capital Region (NCR),"NCR, SECOND DISTRICT (NOT A PROVINCE)",PH130000000,PH1380500000,Communication Disability,Both Sexes,Moderate,320,64,56,68,132
National Capital Region (NCR),"NCR, SECOND DISTRICT (NOT A PROVINCE)",PH130000000,PH1380500000,Communication Disability,Both Sexes,Severe,258,64,39,61,94
National Capital Region (NCR),"NCR, SECOND DISTRICT (NOT A PROVINCE)",PH130000000,PH1380500000,Communication Disability,Male,All,846,195,123,196,332
National Capital Region (NCR),"NCR, SECOND DISTRICT (NOT A PROVINCE)",PH130000000,PH1380500000,Communication Disability,Male,Mild,567,117,77,137,236
National Capital Region (NCR),"NCR, SECOND DISTRICT (NOT A PROVINCE)",PH130000000,PH1380500000,Communication Disability,Male,Moderate,171,51,28,36,56
National Capital Region (NCR),"NCR, SECOND DISTRICT (NOT A PROVINCE)",PH130000000,PH1380500000,Communication Disability,Male,Severe,108,27,18,23,40
National Capital Region (NCR),"NCR, SECOND DISTRICT (NOT A PROVINCE)",PH130000000,PH1380500000,Communication Disability,Female,All,881,129,122,168,462
National Capital Region (NCR),"NCR, SECOND DISTRICT (NOT A PROVINCE)",PH130000000,PH1380500000,Communication Disability,Female,Mild,582,79,73,98,332
National Capital Region (NCR),"NCR, SECOND DISTRICT (NOT A PROVINCE)",PH130000000,PH1380500000,Communication Disability,Female,Moderate,149,13,28,32,76
National Capital Region (NCR),"NCR, SECOND DISTRICT (NOT A PROVINCE)",PH130000000,PH1380500000,Communication Disability,Female,Severe,150,37,21,38,54
National Capital Region (NCR),"NCR, SECOND DISTRICT (NOT A PROVINCE)",PH130000000,PH1380500000,Visual Disability,Both Sexes,All,64205,5053,10749,22256,26147
National Capital Region (NCR),"NCR, SECOND DISTRICT (NOT A PROVINCE)",PH130000000,PH1380500000,Visual Disability,Both Sexes,Mild,59457,4502,9894,21078,23983
National Capital Region (NCR),"NCR, SECOND DISTRICT (NOT A PROVINCE)",PH130000000,PH1380500000,Visual Disability,Both Sexes,Moderate,4262,464,764,1054,1980
National Capital Region (NCR),"NCR, SECOND DISTRICT (NOT A PROVINCE)",PH130000000,PH1380500000,Visual Disability,Both Sexes,Severe,486,87,91,124,184
National Capital Region (NCR),"NCR, SECOND DISTRICT (NOT A PROVINCE)",PH130000000,PH1380500000,Visual Disability,Male,All,26369,2158,4174,9519,10518
National Capital Region (NCR),"NCR, SECOND DISTRICT (NOT A PROVINCE)",PH130000000,PH1380500000,Visual Disability,Male,Mild,24450,1882,3838,9029,9701
National Capital Region (NCR),"NCR, SECOND DISTRICT (NOT A PROVINCE)",PH130000000,PH1380500000,Visual Disability,Male,Moderate,1685,218,290,443,734
National Capital Region (NCR),"NCR, SECOND DISTRICT (NOT A PROVINCE)",PH130000000,PH1380500000,Visual Disability,Male,Severe,234,58,46,47,83
National Capital Region (NCR),"NCR, SECOND DISTRICT (NOT A PROVINCE)",PH130000000,PH1380500000,Visual Disability,Female,All,37836,2895,6575,12737,15629
National Capital Region (NCR),"NCR, SECOND DISTRICT (NOT A PROVINCE)",PH130000000,PH1380500000,Visual Disability,Female,Mild,35007,2620,6056,12049,14282
National Capital Region (NCR),"NCR, SECOND DISTRICT (NOT A PROVINCE)",PH130000000,PH1380500000,Visual Disability,Female,Moderate,2577,246,474,611,1246
National Capital Region (NCR),"NCR, SECOND DISTRICT (NOT A PROVINCE)",PH130000000,PH1380500000,Visual Disability,Female,Severe,252,29,45,77,101
National Capital Region (NCR),"NCR, SECOND DISTRICT (NOT A PROVINCE)",PH130000000,PH1380500000,Hearing Disability,Both Sexes,All,8921,484,701,1700,6036
National Capital Region (NCR),"NCR, SECOND DISTRICT (NOT A PROVINCE)",PH130000000,PH1380500000,Hearing Disability,Both Sexes,Mild,7764,334,544,1481,5405
National Capital Region (NCR),"NCR, SECOND DISTRICT (NOT A PROVINCE)",PH130000000,PH1380500000,Hearing Disability,Both Sexes,Moderate,831,70,86,138,537
National Capital Region (NCR),"NCR, SECOND DISTRICT (NOT A PROVINCE)",PH130000000,PH1380500000,Hearing Disability,Both Sexes,Severe,326,80,71,81,94
National Capital Region (NCR),"NCR, SECOND DISTRICT (NOT A PROVINCE)",PH130000000,PH1380500000,Hearing Disability,Male,All,3913,284,373,782,2474
National Capital Region (NCR),"NCR, SECOND DISTRICT (NOT A PROVINCE)",PH130000000,PH1380500000,Hearing Disability,Male,Mild,3370,203,283,665,2219
National Capital Region (NCR),"NCR, SECOND DISTRICT (NOT A PROVINCE)",PH130000000,PH1380500000,Hearing Disability,Male,Moderate,371,35,46,70,220
National Capital Region (NCR),"NCR, SECOND DISTRICT (NOT A PROVINCE)",PH130000000,PH1380500000,Hearing Disability,Male,Severe,172,46,44,47,35
National Capital Region (NCR),"NCR, SECOND DISTRICT (NOT A PROVINCE)",PH130000000,PH1380500000,Hearing Disability,Female,All,5008,200,328,918,3562
National Capital Region (NCR),"NCR, SECOND DISTRICT (NOT A PROVINCE)",PH130000000,PH1380500000,Hearing Disability,Female,Mild,4394,131,261,816,3186
National Capital Region (NCR),"NCR, SECOND DISTRICT (NOT A PROVINCE)",PH130000000,PH1380500000,Hearing Disability,Female,Moderate,460,35,40,68,317
National Capital Region (NCR),"NCR, SECOND DISTRICT (NOT A PROVINCE)",PH130000000,PH1380500000,Hearing Disability,Female,Severe,154,34,27,34,59
National Capital Region (NCR),"NCR, SECOND DISTRICT (NOT A PROVINCE)",PH130000000,PH1380500000,Mobility Disability,Both Sexes,All,10711,519,627,2028,7537
National Capital Region (NCR),"NCR, SECOND DISTRICT (NOT A PROVINCE)",PH130000000,PH1380500000,Mobility Disability,Both Sexes,Mild,8360,322,442,1601,5995
National Capital Region (NCR),"NCR, SECOND DISTRICT (NOT A PROVINCE)",PH130000000,PH1380500000,Mobility Disability,Both Sexes,Moderate,1708,104,125,321,1158
National Capital Region (NCR),"NCR, SECOND DISTRICT (NOT A PROVINCE)",PH130000000,PH1380500000,Mobility Disability,Both Sexes,Severe,643,93,60,106,384
National Capital Region (NCR),"NCR, SECOND DISTRICT (NOT A PROVINCE)",PH130000000,PH1380500000,Mobility Disability,Male,All,4404,293,336,976,2799
National Capital Region (NCR),"NCR, SECOND DISTRICT (NOT A PROVINCE)",PH130000000,PH1380500000,Mobility Disability,Male,Mild,3376,184,241,733,2218
National Capital Region (NCR),"NCR, SECOND DISTRICT (NOT A PROVINCE)",PH130000000,PH1380500000,Mobility Disability,Male,Moderate,730,55,63,182,430
National Capital Region (NCR),"NCR, SECOND DISTRICT (NOT A PROVINCE)",PH130000000,PH1380500000,Mobility Disability,Male,Severe,298,54,32,61,151
National Capital Region (NCR),"NCR, SECOND DISTRICT (NOT A PROVINCE)",PH130000000,PH1380500000,Mobility Disability,Female,All,6307,226,291,1052,4738
National Capital Region (NCR),"NCR, SECOND DISTRICT (NOT A PROVINCE)",PH130000000,PH1380500000,Mobility Disability,Female,Mild,4984,138,201,868,3777
National Capital Region (NCR),"NCR, SECOND DISTRICT (NOT A PROVINCE)",PH130000000,PH1380500000,Mobility Disability,Female,Moderate,978,49,62,139,728
National Capital Region (NCR),"NCR, SECOND DISTRICT (NOT A PROVINCE)",PH130000000,PH1380500000,Mobility Disability,Female,Severe,345,39,28,45,233
National Capital Region (NCR),"NCR, SECOND DISTRICT (NOT A PROVINCE)",PH130000000,PH1380500000,Cognitive Disability,Both Sexes,All,6251,871,748,1221,3411
National Capital Region (NCR),"NCR, SECOND DISTRICT (NOT A PROVINCE)",PH130000000,PH1380500000,Cognitive Disability,Both Sexes,Mild,5116,644,589,1033,2850
National Capital Region (NCR),"NCR, SECOND DISTRICT (NOT A PROVINCE)",PH130000000,PH1380500000,Cognitive Disability,Both Sexes,Moderate,818,120,113,152,433
National Capital Region (NCR),"NCR, SECOND DISTRICT (NOT A PROVINCE)",PH130000000,PH1380500000,Cognitive Disability,Both Sexes,Severe,317,107,46,36,128
National Capital Region (NCR),"NCR, SECOND DISTRICT (NOT A PROVINCE)",PH130000000,PH1380500000,Cognitive Disability,Male,All,2592,495,352,519,1226
National Capital Region (NCR),"NCR, SECOND DISTRICT (NOT A PROVINCE)",PH130000000,PH1380500000,Cognitive Disability,Male,Mild,2085,359,261,425,1040
National Capital Region (NCR),"NCR, SECOND DISTRICT (NOT A PROVINCE)",PH130000000,PH1380500000,Cognitive Disability,Male,Moderate,351,69,65,77,140
National Capital Region (NCR),"NCR, SECOND DISTRICT (NOT A PROVINCE)",PH130000000,PH1380500000,Cognitive Disability,Male,Severe,156,67,26,17,46
National Capital Region (NCR),"NCR, SECOND DISTRICT (NOT A PROVINCE)",PH130000000,PH1380500000,Cognitive Disability,Female,All,3659,376,396,702,2185
National Capital Region (NCR),"NCR, SECOND DISTRICT (NOT A PROVINCE)",PH130000000,PH1380500000,Cognitive Disability,Female,Mild,3031,285,328,608,1810
National Capital Region (NCR),"NCR, SECOND DISTRICT (NOT A PROVINCE)",PH130000000,PH1380500000,Cognitive Disability,Female,Moderate,467,51,48,75,293
National Capital Region (NCR),"NCR, SECOND DISTRICT (NOT A PROVINCE)",PH130000000,PH1380500000,Cognitive Disability,Female,Severe,161,40,20,19,82
National Capital Region (NCR),"NCR, SECOND DISTRICT (NOT A PROVINCE)",PH130000000,PH1380500000,Self-Care Disability,Both Sexes,All,4368,948,534,711,2175
National Capital Region (NCR),"NCR, SECOND DISTRICT (NOT A PROVINCE)",PH130000000,PH1380500000,Self-Care Disability,Both Sexes,Mild,2824,598,375,485,1366
National Capital Region (NCR),"NCR, SECOND DISTRICT (NOT A PROVINCE)",PH130000000,PH1380500000,Self-Care Disability,Both Sexes,Moderate,830,181,88,132,429
National Capital Region (NCR),"NCR, SECOND DISTRICT (NOT A PROVINCE)",PH130000000,PH1380500000,Self-Care Disability,Both Sexes,Severe,714,169,71,94,380
National Capital Region (NCR),"NCR, SECOND DISTRICT (NOT A PROVINCE)",PH130000000,PH1380500000,Self-Care Disability,Male,All,2000,529,272,365,834
National Capital Region (NCR),"NCR, SECOND DISTRICT (NOT A PROVINCE)",PH130000000,PH1380500000,Self-Care Disability,Male,Mild,1287,326,191,236,534
National Capital Region (NCR),"NCR, SECOND DISTRICT (NOT A PROVINCE)",PH130000000,PH1380500000,Self-Care Disability,Male,Moderate,380,103,45,74,158
National Capital Region (NCR),"NCR, SECOND DISTRICT (NOT A PROVINCE)",PH130000000,PH1380500000,Self-Care Disability,Male,Severe,333,100,36,55,142
National Capital Region (NCR),"NCR, SECOND DISTRICT (NOT A PROVINCE)",PH130000000,PH1380500000,Self-Care Disability,Female,All,2368,419,262,346,1341
National Capital Region (NCR),"NCR, SECOND DISTRICT (NOT A PROVINCE)",PH130000000,PH1380500000,Self-Care Disability,Female,Mild,1537,272,184,249,832
National Capital Region (NCR),"NCR, SECOND DISTRICT (NOT A PROVINCE)",PH130000000,PH1380500000,Self-Care Disability,Female,Moderate,450,78,43,58,271
National Capital Region (NCR),"NCR, SECOND DISTRICT (NOT A PROVINCE)",PH130000000,PH1380500000,Self-Care Disability,Female,Severe,381,69,35,39,238
National Capital Region (NCR),"NCR, SECOND DISTRICT (NOT A PROVINCE)",PH130000000,PH1380500000,Communication Disability,Both Sexes,All,3862,845,685,874,1458
National Capital Region (NCR),"NCR, SECOND DISTRICT (NOT A PROVINCE)",PH130000000,PH1380500000,Communication Disability,Both Sexes,Mild,2312,425,370,520,997
National Capital Region (NCR),"NCR, SECOND DISTRICT (NOT A PROVINCE)",PH130000000,PH1380500000,Communication Disability,Both Sexes,Moderate,828,198,173,184,273
National Capital Region (NCR),"NCR, SECOND DISTRICT (NOT A PROVINCE)",PH130000000,PH1380500000,Communication Disability,Both Sexes,Severe,722,222,142,170,188
National Capital Region (NCR),"NCR, SECOND DISTRICT (NOT A PROVINCE)",PH130000000,PH1380500000,Communication Disability,Male,All,1962,491,391,474,606
National Capital Region (NCR),"NCR, SECOND DISTRICT (NOT A PROVINCE)",PH130000000,PH1380500000,Communication Disability,Male,Mild,1177,252,223,293,409
National Capital Region (NCR),"NCR, SECOND DISTRICT (NOT A PROVINCE)",PH130000000,PH1380500000,Communication Disability,Male,Moderate,434,122,100,97,115
National Capital Region (NCR),"NCR, SECOND DISTRICT (NOT A PROVINCE)",PH130000000,PH1380500000,Communication Disability,Male,Severe,351,117,68,84,82
National Capital Region (NCR),"NCR, SECOND DISTRICT (NOT A PROVINCE)",PH130000000,PH1380500000,Communication Disability,Female,All,1900,354,294,400,852
National Capital Region (NCR),"NCR, SECOND DISTRICT (NOT A PROVINCE)",PH130000000,PH1380500000,Communication Disability,Female,Mild,1135,173,147,227,588
National Capital Region (NCR),"NCR, SECOND DISTRICT (NOT A PROVINCE)",PH130000000,PH1380500000,Communication Disability,Female,Moderate,394,76,73,87,158
National Capital Region (NCR),"NCR, SECOND DISTRICT (NOT A PROVINCE)",PH130000000,PH1380500000,Communication Disability,Female,Severe,371,105,74,86,106
National Capital Region (NCR),"NCR, SECOND DISTRICT (NOT A PROVINCE)",PH130000000,PH1380500000,Visual Disability,Both Sexes,All,116236,7792,15651,35927,56866
National Capital Region (NCR),"NCR, SECOND DISTRICT (NOT A PROVINCE)",PH130000000,PH1380500000,Visual Disability,Both Sexes,Mild,107310,6804,14197,33748,52561
National Capital Region (NCR),"NCR, SECOND DISTRICT (NOT A PROVINCE)",PH130000000,PH1380500000,Visual Disability,Both Sexes,Moderate,7538,762,1197,1791,3788
National Capital Region (NCR),"NCR, SECOND DISTRICT (NOT A PROVINCE)",PH130000000,PH1380500000,Visual Disability,Both Sexes,Severe,1388,226,257,388,517
National Capital Region (NCR),"NCR, SECOND DISTRICT (NOT A PROVINCE)",PH130000000,PH1380500000,Visual Disability,Male,All,47902,3477,6228,15380,22817
National Capital Region (NCR),"NCR, SECOND DISTRICT (NOT A PROVINCE)",PH130000000,PH1380500000,Visual Disability,Male,Mild,44058,2987,5592,14364,21115
National Capital Region (NCR),"NCR, SECOND DISTRICT (NOT A PROVINCE)",PH130000000,PH1380500000,Visual Disability,Male,Moderate,3170,361,508,803,1498
National Capital Region (NCR),"NCR, SECOND DISTRICT (NOT A PROVINCE)",PH130000000,PH1380500000,Visual Disability,Male,Severe,674,129,128,213,204
National Capital Region (NCR),"NCR, SECOND DISTRICT (NOT A PROVINCE)",PH130000000,PH1380500000,Visual Disability,Female,All,68334,4315,9423,20547,34049
National Capital Region (NCR),"NCR, SECOND DISTRICT (NOT A PROVINCE)",PH130000000,PH1380500000,Visual Disability,Female,Mild,63252,3817,8605,19384,31446
National Capital Region (NCR),"NCR, SECOND DISTRICT (NOT A PROVINCE)",PH130000000,PH1380500000,Visual Disability,Female,Moderate,4368,401,689,988,2290
National Capital Region (NCR),"NCR, SECOND DISTRICT (NOT A PROVINCE)",PH130000000,PH1380500000,Visual Disability,Female,Severe,714,97,129,175,313
